Date,2014/5/27 15:11
Script,FracBack_OSX
Version,EDC052714
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
27-May-2014 15:12:44,4,1,1,0,K,FALSE,,-1,0,0.48414,1.4922,77717.0986,77719.1174,77722.1223,77722.6064
27-May-2014 15:12:45,4,1,2,0,J,FALSE,7&,1,0.37001,0.46744,1.5056,77717.0986,77719.1174,77724.1256,77724.593
27-May-2014 15:12:47,4,1,3,0,X,TRUE,7&,0,0.33462,0.46742,1.5023,77717.0986,77719.1174,77726.1289,77726.5963
27-May-2014 15:12:49,4,1,4,0,G,FALSE,7&,1,0.43605,0.48413,1.499,77717.0986,77719.1174,77728.1155,77728.5996
27-May-2014 15:12:51,4,1,5,0,X,TRUE,6^,1,0.40076,0.48412,1.4958,77717.0986,77719.1174,77730.1188,77730.6029
27-May-2014 15:12:53,4,1,6,0,R,FALSE,7&,1,0.48542,0.48412,1.4925,77717.0986,77719.1174,77732.122,77732.6062
27-May-2014 15:12:55,4,1,7,0,S,FALSE,7&,1,0.37015,0.46744,1.5059,77717.0986,77719.1174,77734.1253,77734.5928
27-May-2014 15:12:57,4,1,8,0,X,TRUE,6^,1,0.43094,0.46743,1.5026,77717.0986,77719.1174,77736.1286,77736.596
27-May-2014 15:12:59,4,1,9,0,M,FALSE,7&,1,0.37229,0.48412,1.4993,77717.0986,77719.1174,77738.1152,77738.5993
27-May-2014 15:13:01,4,1,10,0,N,FALSE,7&,1,0.36097,0.48413,1.496,77717.0986,77719.1174,77740.1185,77740.6026
27-May-2014 15:13:03,4,1,11,0,L,FALSE,7&,1,0.36571,0.48414,1.4927,77717.0986,77719.1174,77742.1218,77742.6059
27-May-2014 15:13:05,4,1,12,0,X,TRUE,6^,1,0.42649,0.46743,1.5061,77717.0986,77719.1174,77744.1251,77744.5925
27-May-2014 15:13:07,4,1,13,0,P,FALSE,7&,1,0.44719,0.46743,1.5028,77717.0986,77719.1174,77746.1284,77746.5958
27-May-2014 15:13:09,4,1,14,0,X,TRUE,7&,0,0.3966,0.48413,1.4995,77717.0986,77719.1174,77748.115,77748.5991
27-May-2014 15:13:11,4,1,15,0,Q,FALSE,7&,1,0.40925,0.48414,1.4962,77717.0986,77719.1174,77750.1183,77750.6024
27-May-2014 15:13:17,4,2,1,0,D,FALSE,,-1,0,0.46743,1.5047,77717.0986,77752.1216,77755.1265,77755.5939
27-May-2014 15:13:18,4,2,2,0,T,FALSE,7&,1,0.49378,0.46743,1.5014,77717.0986,77752.1216,77757.1298,77757.5972
27-May-2014 15:13:20,4,2,3,0,X,TRUE,6^,1,0.37919,0.48412,1.4981,77717.0986,77752.1216,77759.1164,77759.6005
27-May-2014 15:13:22,4,2,4,0,L,FALSE,7&,1,0.39988,0.48412,1.4948,77717.0986,77752.1216,77761.1197,77761.6038
27-May-2014 15:13:24,4,2,5,0,F,FALSE,7&,1,0.44452,0.48412,1.4915,77717.0986,77752.1216,77763.1229,77763.6071
27-May-2014 15:13:26,4,2,6,0,X,TRUE,6^,1,0.49733,0.46743,1.5049,77717.0986,77752.1216,77765.1262,77765.5937
27-May-2014 15:13:28,4,2,7,0,Z,FALSE,7&,1,0.44597,0.46742,1.5017,77717.0986,77752.1216,77767.1295,77767.597
27-May-2014 15:13:30,4,2,8,0,D,FALSE,7&,1,0.45133,0.48411,1.4984,77717.0986,77752.1216,77769.1161,77769.6002
27-May-2014 15:13:32,4,2,9,0,X,TRUE,6^,1,0.54406,0.48412,1.4951,77717.0986,77752.1216,77771.1194,77771.6035
27-May-2014 15:13:34,4,2,10,0,Z,FALSE,7&,1,0.46876,0.48413,1.4918,77717.0986,77752.1216,77773.1227,77773.6068
27-May-2014 15:13:36,4,2,11,0,X,TRUE,7&,0,0.47357,0.46744,1.5052,77717.0986,77752.1216,77775.126,77775.5934
27-May-2014 15:13:38,4,2,12,0,W,FALSE,7&,1,0.45428,0.46743,1.5019,77717.0986,77752.1216,77777.1293,77777.5967
27-May-2014 15:13:40,4,2,13,0,X,TRUE,6^,1,0.50762,0.48412,1.4986,77717.0986,77752.1216,77779.1159,77779.6
27-May-2014 15:13:42,4,2,14,0,H,FALSE,7&,1,0.50439,0.48414,1.4953,77717.0986,77752.1216,77781.1192,77781.6033