Date,2014/6/3 14:41
Script,FracBack_OSX
Version,EDC052714
RealTime,Block,Miniblock,Trial,TrialType,Cue,IsMatch,KeyPressed,ACC,RT,CueDuration,ITIDuration,AbsOnset,MiniBlockOnset,CueOnset,ITIOnset
03-Jun-2014 14:42:02,5,1,1,1,S,FALSE,2@,1,1.2167,1.2354,1.4813,106922.5665,106924.5916,106927.5965,106928.8319
03-Jun-2014 14:42:07,5,1,2,1,Z,FALSE,2@,1,3.4618,3.4724,1.4894,106922.5665,106924.5916,106930.3344,106933.8067
03-Jun-2014 14:42:09,5,1,3,1,Z,TRUE,1!,1,0.75143,0.76793,1.4835,106922.5665,106924.5916,106935.3259,106936.0938
03-Jun-2014 14:42:11,5,1,4,1,L,FALSE,2@,1,0.51496,0.53422,1.4807,106922.5665,106924.5916,106937.5963,106938.1305
03-Jun-2014 14:42:13,5,1,5,1,G,FALSE,2@,1,0.67805,0.68446,1.4936,106922.5665,106924.5916,106939.633,106940.3174
03-Jun-2014 14:42:15,5,1,6,1,Q,FALSE,2@,1,0.52962,0.53421,1.4954,106922.5665,106924.5916,106941.8366,106942.3708
03-Jun-2014 14:42:18,5,1,7,1,Q,TRUE,1!,1,0.67368,0.68445,1.4892,106922.5665,106924.5916,106943.89,106944.5744
03-Jun-2014 14:42:20,5,1,8,1,R,FALSE,2@,1,0.45815,0.46744,1.4907,106922.5665,106924.5916,106946.0936,106946.561
03-Jun-2014 14:42:22,5,1,9,1,D,FALSE,2@,1,0.54264,0.5509,1.4917,106922.5665,106924.5916,106948.0802,106948.6311
03-Jun-2014 14:42:24,5,1,10,1,V,FALSE,2@,1,0.52081,0.53421,1.4866,106922.5665,106924.5916,106950.1502,106950.6844
03-Jun-2014 14:42:26,5,1,11,1,V,TRUE,1!,1,0.54019,0.55091,1.4893,106922.5665,106924.5916,106952.1869,106952.7378
03-Jun-2014 14:42:28,5,1,12,1,R,FALSE,2@,1,0.43595,0.45073,1.4852,106922.5665,106924.5916,106954.257,106954.7077
03-Jun-2014 14:42:30,5,1,13,1,R,TRUE,1!,1,0.81778,0.83471,1.4831,106922.5665,106924.5916,106956.2102,106957.0449
03-Jun-2014 14:42:32,5,1,14,1,H,FALSE,2@,1,0.87875,0.8848,1.4939,106922.5665,106924.5916,106958.5474,106959.4322
03-Jun-2014 14:42:34,5,1,15,1,H,TRUE,2@,0,0.48482,0.50082,1.484,106922.5665,106924.5916,106960.9513,106961.4521
03-Jun-2014 14:42:40,5,2,1,1,S,FALSE,2@,1,1.1275,1.1352,1.4923,106922.5665,106962.9546,106965.9595,106967.0947
03-Jun-2014 14:42:43,5,2,2,1,S,TRUE,1!,1,0.87673,0.88478,1.4919,106922.5665,106962.9546,106968.6139,106969.4987
03-Jun-2014 14:42:45,5,2,3,1,G,FALSE,2@,1,0.61675,0.63438,1.4824,106922.5665,106962.9546,106971.0178,106971.6522
03-Jun-2014 14:42:47,5,2,4,1,N,FALSE,2@,1,0.83401,0.85139,1.4826,106922.5665,106962.9546,106973.1547,106974.0061
03-Jun-2014 14:42:49,5,2,5,1,J,FALSE,2@,1,0.53239,0.5509,1.4815,106922.5665,106962.9546,106975.5086,106976.0595
03-Jun-2014 14:42:51,5,2,6,1,J,TRUE,1!,1,0.44229,0.45074,1.4916,106922.5665,106962.9546,106977.5619,106978.0127
03-Jun-2014 14:42:53,5,2,7,1,Z,FALSE,2@,1,0.56912,0.5843,1.4848,106922.5665,106962.9546,106979.5318,106980.1161
03-Jun-2014 14:42:55,5,2,8,1,L,FALSE,1!,0,0.43219,0.45075,1.4814,106922.5665,106962.9546,106981.6186,106982.0693
03-Jun-2014 14:42:57,5,2,9,1,L,TRUE,2@,0,0.5244,0.53422,1.4902,106922.5665,106962.9546,106983.5718,106984.106
03-Jun-2014 14:42:59,5,2,10,1,W,FALSE,2@,1,0.59204,0.60099,1.4911,106922.5665,106962.9546,106985.6252,106986.2262
03-Jun-2014 14:43:01,5,2,11,1,W,TRUE,1!,1,0.55405,0.5676,1.4864,106922.5665,106962.9546,106987.7453,106988.3129
03-Jun-2014 14:43:03,5,2,12,1,C,FALSE,2@,1,0.56876,0.58428,1.4845,106922.5665,106962.9546,106989.8154,106990.3997
03-Jun-2014 14:43:06,5,2,13,1,F,FALSE,2@,1,0.62357,0.63437,1.4892,106922.5665,106962.9546,106991.9021,106992.5365
03-Jun-2014 14:43:08,5,2,14,1,F,TRUE,1!,1,0.51921,0.53421,1.485,106922.5665,106962.9546,106994.0557,106994.5899
03-Jun-2014 14:43:10,5,2,15,1,P,FALSE,2@,1,0.4881,0.50082,1.4873,106922.5665,106962.9546,106996.0924,106996.5932
03-Jun-2014 14:43:15,5,3,1,1,Z,FALSE,2@,1,0.62487,0.63436,1.4905,106922.5665,106998.1124,107001.1006,107001.735
03-Jun-2014 14:43:17,5,3,2,1,Z,TRUE,1!,1,0.60818,0.61767,1.4905,106922.5665,106998.1124,107003.2541,107003.8718
03-Jun-2014 14:43:19,5,3,3,1,L,FALSE,2@,1,0.66857,0.68445,1.4841,106922.5665,106998.1124,107005.391,107006.0754
03-Jun-2014 14:43:21,5,3,4,1,G,FALSE,2@,1,0.48621,0.50081,1.4854,106922.5665,106998.1124,107007.5779,107008.0787
03-Jun-2014 14:43:23,5,3,5,1,Q,FALSE,2@,1,0.4739,0.48413,1.4898,106922.5665,106998.1124,107009.5812,107010.0653
03-Jun-2014 14:43:25,5,3,6,1,Q,TRUE,1!,1,0.33183,0.35057,1.4813,106922.5665,106998.1124,107011.5845,107011.935
03-Jun-2014 14:43:27,5,3,7,1,R,FALSE,2@,1,0.38466,0.40066,1.484,106922.5665,106998.1124,107013.4375,107013.8382
03-Jun-2014 14:43:29,5,3,8,1,D,FALSE,2@,1,0.49739,0.50082,1.4966,106922.5665,106998.1124,107015.3406,107015.8415
03-Jun-2014 14:43:31,5,3,9,1,V,FALSE,2@,1,0.54249,0.55089,1.4916,106922.5665,106998.1124,107017.3606,107017.9115
03-Jun-2014 14:43:33,5,3,10,1,V,TRUE,1!,1,0.5488,0.56761,1.4812,106922.5665,106998.1124,107019.4307,107019.9983
03-Jun-2014 14:43:35,5,3,11,1,R,FALSE,2@,1,0.64187,0.65106,1.4908,106922.5665,106998.1124,107021.5008,107022.1518
03-Jun-2014 14:43:37,5,3,12,1,R,TRUE,1!,1,0.6945,0.70115,1.4934,106922.5665,106998.1124,107023.671,107024.3721
03-Jun-2014 14:43:40,5,3,13,1,H,FALSE,2@,1,0.55979,0.56761,1.4922,106922.5665,106998.1124,107025.8913,107026.4589
03-Jun-2014 14:43:42,5,3,14,1,H,TRUE,1!,1,1.4043,1.419,1.4853,106922.5665,106998.1124,107027.9781,107029.3971
03-Jun-2014 14:43:45,5,3,15,1,M,FALSE,2@,1,0.63884,0.65108,1.4878,106922.5665,106998.1124,107030.8995,107031.5506